frame_idx,model_label,preprocess_ms,inference_ms,postprocess_ms,total_ms,detections,confidence_mean,gpu_mem_mb,cpu_percent
987,yolo_fasternet,1.602,41.958,0.264,44.08,8,0.6808,0.0,52.8
988,yolo_fasternet,1.91,50.529,0.251,52.979,8,0.6439,0.0,51.2
989,yolo_fasternet,2.062,40.25,0.263,42.882,7,0.7164,0.0,51.4
990,yolo_fasternet,1.598,41.3,0.253,43.392,6,0.7895,0.0,51.4
991,yolo_fasternet,1.555,40.306,0.265,43.447,6,0.6335,0.0,54.1
992,yolo_fasternet,1.805,40.394,0.254,42.706,6,0.8074,0.0,50.0
993,yolo_fasternet,1.528,40.106,0.254,42.159,5,0.9006,0.0,52.9
994,yolo_fasternet,1.576,39.926,0.263,42.012,5,0.8622,0.0,51.4
995,yolo_fasternet,1.577,44.197,0.253,46.276,6,0.8365,0.0,56.8
996,yolo_fasternet,2.065,40.154,0.256,42.787,7,0.8067,0.0,51.4
997,yolo_fasternet,1.835,50.61,0.252,52.977,7,0.7978,0.0,51.2
998,yolo_fasternet,1.569,40.074,0.257,42.154,7,0.8055,0.0,51.4
999,yolo_fasternet,1.546,40.653,0.27,42.708,7,0.8026,0.0,52.9
